sessionId,Session,Time,Club,Shot,Ball (m/s),Club (m/s),Smash,Carry (m),Total (m),Spin (rpm),Sidespin (rpm),Spin estimated,Height (m),Time (s),AOA (*),Spin Loft (*),Spin Axis (*),Lateral (m),Curve (m),Shape,Launch H(*),Launch V (*),Mode
5322191,2022-07-31 23:27:21,2022-07-31T23:29:07Z,Pitching Wedge,2,36.245,29.473,1.2298,89.1998,89.7495,6913,-111,1,17.5462,4.5495,-4.958,44.5919,-0.9199,-6.7649,-0.2705,-4.005,24.887,pull,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:30:47Z,Pitching Wedge,3,29.992,27.145,1.1049,66.4419,69.8454,6430,-247,1,10.7908,3.5265,-5.59,44.6744,-2.2012,-1.8714,-0.3542,-1.155,24.28,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:31:08Z,Pitching Wedge,4,33.553,28.591,1.1736,80.4428,81.4134,6215,283,0,14.9113,4.152,-6.17,46.9553,2.6097,3.8299,0.6051,2.417,25.18,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:31:24Z,Pitching Wedge,5,32.253,27.293,1.1817,74.7728,77.8707,6571,542,1,12.7411,3.8617,-7.343,47.1891,4.7311,0.6494,0.9617,-0.073,24.098,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:31:41Z,Pitching Wedge,6,28.436,26.997,1.0533,61.929,65.6817,4367,-362,0,9.5428,3.257,-4.615,43.9743,-4.7549,-1.1937,-0.5853,-0.364,24.835,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:32:25Z,Pitching Wedge,7,32.15,27.915,1.1517,74.1657,77.0424,6905,349,1,12.5912,3.8398,-7.159,46.3072,2.8968,-0.0446,0.5872,-0.322,23.75,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:32:39Z,Pitching Wedge,8,35.347,27.97,1.2637,87.4534,88.4762,5883,0,0,17.1393,4.4587,-3.225,43.008,0,-3.6007,0,-2.224,25.832,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:32:53Z,Pitching Wedge,9,32.687,28.818,1.1343,75.9316,78.4295,7238,455,1,13.2557,3.9443,-6.82,46.0655,3.604,1.7053,0.7784,0.812,23.91,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:33:49Z,Pitching Wedge,10,36.011,28.444,1.266,90.99,92.9262,5132,-665,0,16.8218,4.4428,-5.382,45.6313,-7.4449,-10.1057,-2.0258,-4.997,24.891,pull/draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:34:13Z,Pitching Wedge,11,33.866,28.714,1.1794,82.2318,83.3657,5823,-249,0,15.8319,4.2572,-8.625,51.9025,-2.4507,-1.156,-0.5838,-0.297,26.031,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:34:55Z,Pitching Wedge,12,32.222,28.151,1.1446,77.3597,80.0064,4627,-835,0,13.8931,3.9516,-4.992,47.2009,-10.3945,-3.1922,-2.0175,-0.706,26.115,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:37:20Z,Pitching Wedge,13,35.849,30.064,1.1924,88.8672,89.6743,6161,182,0,17.9754,4.565,-9.092,52.6932,1.6926,-2.3173,0.4797,-1.688,26.106,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:37:55Z,Pitching Wedge,14,33.724,28.193,1.1962,81.4962,82.5031,5991,168,0,15.8026,4.2506,-5.626,47.5828,1.6068,0.1704,0.3808,-0.041,26.16,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:38:29Z,Pitching Wedge,15,35.137,29.981,1.172,86.2495,86.96,6260,-110,0,18.4896,4.5784,-6.735,51.2175,-1.0067,-0.34,-0.2749,0.067,27.486,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:38:53Z,Pitching Wedge,16,34.771,30.307,1.1473,83.378,85.2007,7376,709,0,16.2642,4.363,-5.541,46.2856,5.5158,1.4423,1.4615,0.103,25.267,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:39:21Z,Pitching Wedge,17,33.32,28.215,1.1809,78.7704,79.2529,6979,-253,1,16.1393,4.2843,-3.93,46.5953,-2.0773,-2.51,-0.493,-1.343,27.189,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:39:39Z,Pitching Wedge,18,33.322,27.668,1.2044,79.0748,79.619,6852,47,1,16.0444,4.2686,-6.536,49.991,0.393,-3.0966,-0.0929,-2.2,26.869,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:39:56Z,Pitching Wedge,19,32.777,28.25,1.1602,72.5089,78.9778,5852,693,0,8.4687,3.2942,-10.166,40.869,6.8008,-0.0782,1.1816,-0.839,17.626,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:40:16Z,Pitching Wedge,20,34.91,30.435,1.147,83.6955,84.0141,7641,228,1,17.5763,4.4979,-6.983,50.0425,1.7098,1.0501,0.468,0.506,26.444,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:41:02Z,Pitching Wedge,21,26.805,25.095,1.0681,55.1047,58.4735,6653,774,0,8.8979,3.1424,-8.629,51.3782,6.6807,0.4665,0.7688,-0.122,25.509,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:41:25Z,Pitching Wedge,22,32.632,27.201,1.1997,77.0234,77.9929,6195,-411,1,14.3198,4.0537,-4.553,45.6024,-3.8036,-4.2041,-0.816,-2.39,25.863,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:41:39Z,Pitching Wedge,23,30.643,26.555,1.1539,68.2568,71.9778,6505,942,0,10.5796,3.5221,-8.939,48.3525,8.3257,2.8948,1.4025,1.439,23.076,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:42:01Z,Pitching Wedge,24,34.317,28.141,1.2195,83.7328,84.9114,5844,-118,0,15.5884,4.2526,-6.577,47.4522,-1.1569,-4.1361,-0.2831,-2.526,25.126,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:42:20Z,Pitching Wedge,25,32.045,27.395,1.1697,73.4355,76.607,6829,142,1,11.9509,3.763,-10.1,49.8274,1.1914,-3.9555,0.2349,-3.131,23.19,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:42:40Z,Pitching Wedge,26,33.011,28.834,1.1449,80.0558,81.8368,5034,-219,0,15.8067,4.2108,-5.002,48.8677,-2.493,-2.0895,-0.5424,-0.98,27.627,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:42:58Z,Pitching Wedge,27,33.098,27.948,1.1843,79.2453,80.2369,5986,39,0,15.4598,4.1874,-7.025,50.2769,0.3733,-0.2932,-0.0841,-0.16,26.571,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:43:33Z,Pitching Wedge,28,30.78,26.395,1.1661,71.2473,72.6072,5545,193,0,13.5773,3.8784,-3.041,45.5428,1.9945,-0.2232,0.3588,-0.345,27.377,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:43:54Z,Pitching Wedge,29,32.6,25.038,1.302,77.2332,78.7421,5704,-357,1,13.4483,3.9413,-6.929,47.2831,-3.5882,-4.5358,-0.741,-2.693,24.614,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:44:11Z,Pitching Wedge,30,32.408,27.412,1.1823,75.532,77.5928,6968,82,1,14.8118,4.1078,-6.643,49.9269,0.6742,-2.1138,-0.1465,-1.582,26.718,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:44:29Z,Pitching Wedge,31,32.742,27.925,1.1725,77.6347,78.6056,6159,177,0,14.6077,4.0848,-6.667,48.761,1.6467,-2.4686,0.3579,-1.98,25.905,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:44:46Z,Pitching Wedge,32,32.298,25.304,1.2764,76.3047,77.4654,5885,0,0,14.2241,4.0199,-,-,0,-3.5572,0,-2.563,26.049,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:45:48Z,Approach Wedge,33,28.407,25.655,1.1073,61.1848,62.7438,7552,-83,1,12.5266,3.6981,-7.397,55.1346,-0.6297,-3.0814,-0.0965,-2.652,29.444,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:46:01Z,Approach Wedge,34,31.423,26.834,1.171,72.3843,72.9358,6301,-250,0,17.0917,4.2892,-5.812,56.1872,-2.2735,-1.9092,-0.4655,-1.025,31.712,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:46:19Z,Approach Wedge,35,28.097,24.384,1.1523,60.9443,61.5928,6448,280,0,12.7782,3.6974,-5.555,54.0893,2.4888,0.6571,0.362,0.442,30.563,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:46:36Z,Approach Wedge,36,27.828,25.078,1.1097,59.5676,62.2215,6594,335,0,10.9325,3.4612,-6.431,51.0917,2.9119,0.3462,0.3958,0.135,27.674,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:46:53Z,Approach Wedge,37,27.795,24.623,1.1288,59.729,61.6272,6683,-371,1,12.6021,3.6686,-3.392,51.1749,-3.1822,-2.4649,-0.452,-1.777,30.764,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:47:07Z,Approach Wedge,38,29.374,26.541,1.1067,62.5232,67.008,6442,-34,1,8.6797,3.2028,-8.236,44.4826,-0.3024,-3.9845,-0.0423,-3.47,21.558,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:47:21Z,Approach Wedge,39,28.819,25.312,1.1386,63.0513,64.8111,6953,9,0,13.2719,3.7915,-7.109,55.68,0.0742,-0.1253,-0.0118,0.039,30.098,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:47:35Z,Approach Wedge,40,27.929,26.356,1.0597,57.3934,62.0088,6359,641,0,7.893,3.0259,-10.414,48.8462,5.785,-1.695,0.6876,-2.23,22.081,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:47:51Z,Approach Wedge,41,27.785,26.389,1.0529,58.543,60.6003,7769,246,1,10.505,3.4236,-9.051,53.7171,1.8143,-3.672,0.2507,-3.663,26.83,pull,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:48:09Z,Approach Wedge,42,30.347,27.265,1.113,67.7835,69.234,7603,-27,1,14.1591,3.962,-4.414,49.8363,-0.2035,-3.4769,-0.0379,-2.777,28.888,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:48:27Z,Approach Wedge,43,29.639,27.182,1.0904,64.7894,67.2127,7519,56,1,11.0883,3.5685,-10.143,52.7362,0.4267,-4.214,-0.0695,-3.672,25.096,pull,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:48:44Z,Approach Wedge,44,31.031,27.706,1.12,70.0422,71.3815,7697,140,1,14.8361,4.0654,-7.15,53.8291,1.0422,0.4075,0.2075,0.31,28.815,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:49:01Z,Approach Wedge,45,27.97,26.218,1.0668,59.4258,62.3638,6810,308,0,10.0889,3.3592,-9.595,53.2372,2.5919,-2.4084,0.3486,-2.517,25.95,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:49:17Z,Approach Wedge,46,29.738,27.536,1.08,65.5204,67.1279,7785,-80,1,12.8872,3.7974,-9.485,55.8334,-0.5888,-3.6279,-0.1022,-2.942,27.823,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:49:34Z,Approach Wedge,47,31.337,27.719,1.1305,71.4219,74.3377,6749,-121,0,12.2985,3.7746,-9.526,51.142,-1.0273,-6.4018,-0.1938,-4.83,24.644,pull,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:49:52Z,Approach Wedge,48,30.134,25.932,1.162,67.7753,70.0519,6702,-23,0,13.2138,3.8329,-8.443,54.2773,-0.1966,-4.0671,-0.0345,-3.257,27.827,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:52:28Z,Approach Wedge,52,39.169,33.779,1.1596,99.046,99.6955,5714,-647,1,27.3086,5.4657,-7.119,58.6104,-6.5007,-4.5152,-2.385,-1.141,31.858,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:53:01Z,Approach Wedge,53,41.019,34.56,1.1869,97.1536,96.3142,7928,-222,0,31.8993,5.8694,-2.403,53.9713,-1.6046,-1.1004,-0.6773,-0.164,33.652,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:53:44Z,Approach Wedge,54,41.256,35.269,1.1698,105.455,105.869,5854,-211,1,30.038,5.7521,-6.533,56.9298,-2.0653,0.3393,-0.8625,0.729,31.49,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:54:21Z,Approach Wedge,55,42.561,37.242,1.1428,111.195,111.861,5513,-158,1,31.2912,5.8955,-8.664,59.1875,-1.6422,-1.7591,-0.7329,-0.45,30.874,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:54:51Z,Approach Wedge,56,44.267,38.04,1.1637,115.204,115.41,6099,-595,1,33.2024,6.0924,-5.861,54.0505,-5.5984,-8.1344,-2.7749,-2.582,30.123,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:55:37Z,Approach Wedge,57,44.412,38.025,1.168,102.653,101.28,9583,-162,0,36.3196,6.2928,-4.178,55.3449,-0.9686,-0.8472,-0.4916,-0.098,32.801,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:56:36Z,Approach Wedge,58,44.847,38.674,1.1596,105.93,104.882,8006,-840,0,38.3811,6.418,-7.005,61.7997,-6.0225,-4.9459,-3.0992,-0.914,34.13,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:57:11Z,Approach Wedge,59,41.892,37.904,1.1052,107.932,108.695,4909,-454,1,33.8423,6.0193,-5.642,60.1496,-5.3064,-3.4235,-2.2408,-0.534,34.43,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:57:32Z,Approach Wedge,60,43.37,37.184,1.1664,115.1,116.061,4906,-124,1,33.4788,6.0704,-8.471,60.4523,-1.4481,-4.7673,-0.6641,-1.961,31.915,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:58:02Z,Approach Wedge,61,44.918,37.612,1.1942,117.867,118.589,4707,-128,1,38.7762,6.4544,-5.374,59.7176,-1.558,0.9336,-0.7665,0.894,34.521,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:58:44Z,Approach Wedge,62,45.828,39.467,1.1612,105.305,104.027,8464,-864,0,40.9934,6.6037,-9.75,67.4493,-5.8588,-2.9379,-3.1418,0.185,35.162,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-07-31T23:59:15Z,Approach Wedge,63,46.083,38.534,1.1959,104.403,103.003,8840,-227,0,41.6464,6.6481,-5.76,61.6109,-1.4713,2.354,-0.7961,1.82,35.401,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:02:31Z,Approach Wedge,66,29.631,27.751,1.0677,63.6859,67.0388,7288,449,0,9.4755,3.345,-8.828,46.9658,3.5317,-3.1427,0.5375,-3.168,22.504,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:02:48Z,Approach Wedge,67,27.93,25.094,1.113,61.2808,62.3798,5223,-178,0,13.9067,3.8032,-4.794,56.6692,-1.953,-0.3717,-0.2741,0.107,33.058,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:03:07Z,Approach Wedge,68,27.988,26.113,1.0718,59.8617,61.4742,7407,280,0,12.3324,3.6565,-6.37,54.2443,2.1663,0.2145,0.3175,0.067,29.858,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:03:25Z,Approach Wedge,69,27.493,26.237,1.0479,57.9773,59.3745,7776,826,1,12.0711,3.6111,-3.606,50.7864,6.0969,0.9931,0.8601,0.341,30.181,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:04:13Z,Approach Wedge,70,31.927,29.626,1.0777,72.906,74.0681,7851,338,0,15.8479,4.2095,-7.189,53.9917,2.4674,2.522,0.5359,1.691,28.863,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:04:39Z,Approach Wedge,71,28.334,26.701,1.0612,60.5877,62.0787,7987,328,1,12.0095,3.6416,-7.445,54.0234,2.3534,-1.8667,0.3582,-1.986,28.631,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:04:55Z,Approach Wedge,72,28.911,26.331,1.098,62.6947,65.0132,7307,-48,1,11.2407,3.5566,-7.233,50.4389,-0.3764,-4.3158,-0.0578,-3.769,26.471,pull,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:05:17Z,Approach Wedge,73,30.627,26.334,1.163,69.2474,69.7267,6682,-160,0,16.2423,4.1773,-7.023,58.0826,-1.3719,-2.5049,-0.2634,-1.769,31.781,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:06:02Z,Approach Wedge,74,42.623,36.468,1.1688,109.613,109.997,5641,-279,1,32.9255,6.0002,-5.745,57.0077,-2.8345,-5.1106,-1.2731,-1.943,32.315,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:06:39Z,Approach Wedge,75,43.84,37.459,1.1703,113.04,113.343,5575,-608,1,35.3212,6.2006,-4.37,55.9011,-6.2607,-6.745,-2.9972,-1.837,32.821,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:07:09Z,Approach Wedge,76,44.717,37.808,1.1827,119.341,120.334,4742,-545,1,36.3738,6.3051,-7.925,61.0989,-6.599,-1.3604,-3.2317,0.961,32.705,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:08:12Z,Approach Wedge,77,43.89,38.007,1.1548,109.1,108.408,7883,-773,1,32.3648,6.0236,-5.238,52.4917,-5.6267,5.8919,-2.792,4.639,29.706,push/draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:08:48Z,Approach Wedge,78,46.139,38.343,1.2033,120.846,121.533,4484,-310,1,42.2713,6.7006,-6.686,63.7435,-3.9636,-0.4998,-2.0459,0.799,35.841,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:09:26Z,Approach Wedge,79,41.309,38.644,1.069,105.284,105.813,5349,-250,1,32.2452,5.8954,-5.767,59.0663,-2.6784,3.9546,-1.1083,2.844,33.672,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:09:45Z,Approach Wedge,80,41.861,32.533,1.2867,102.537,101.653,9325,-940,0,26.676,5.5712,-5.643,48.9284,-5.7852,-3.0664,-2.5899,-0.168,26.915,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:10:01Z,Approach Wedge,81,44.531,38.037,1.1707,118.899,119.775,4928,-184,1,35.0922,6.2236,-7.6,58.9018,-2.1396,-2.2371,-1.044,-0.508,31.739,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:10:45Z,Pitching Wedge,82,37.257,31.32,1.1896,91.4082,91.4848,7576,505,1,20.635,4.8787,-8.272,52.8741,3.8216,-2.6789,1.2519,-2.382,26.996,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:11:03Z,Pitching Wedge,83,34.693,29.247,1.1862,84.1897,84.8156,6491,400,0,17.6911,4.4895,-7.752,52.5515,3.5328,-1.209,0.9317,-1.363,27.31,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:11:22Z,Pitching Wedge,84,32.406,29.356,1.1039,74.4432,76.7982,7560,885,1,12.8662,3.8965,-9.55,50.4337,6.7218,2.2617,1.4203,0.788,23.953,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:11:40Z,Pitching Wedge,85,31,27.516,1.1266,69.48,72.3159,7256,979,1,11.4823,3.6641,-9.552,50.3739,7.7538,0.1079,1.4122,-0.947,23.846,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:12:06Z,Pitching Wedge,86,46.341,38.756,1.1957,119.403,119.031,7049,373,1,34.9384,6.2911,-4.717,50.0671,3.0329,4.4125,1.6868,1.39,28.702,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:12:35Z,Pitching Wedge,87,47.33,39.957,1.1845,125.758,125.88,6185,383,1,35.8762,6.3968,-6.04,51.6096,3.5498,1.5956,2.0447,-0.134,28.394,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:13:05Z,Pitching Wedge,88,31.861,27.145,1.1737,73.8593,74.3541,6920,-200,1,15.1784,4.1177,-5.002,49.1607,-1.656,-2.2592,-0.3477,-1.345,27.838,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:13:33Z,Pitching Wedge,89,47.5,40.025,1.1868,118.999,118.049,8363,-176,0,36.4542,6.4311,-4.432,48.9117,-1.2058,-3.2196,-0.7141,-1.115,28.247,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:14:04Z,Pitching Wedge,90,32.961,28.569,1.1537,77.9309,78.9347,6328,969,0,14.0941,4.0417,-6.52,47.8362,8.8074,0.7187,1.9353,-0.735,25.126,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:15:19Z,D BioCell+,91,60.894,47.858,1.2724,198.831,203.366,2930,-748,0,37.8481,7.0232,-0.36,28.2102,-14.7903,-23.1858,-11.8975,-3.264,20.193,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:16:22Z,D BioCell+,92,65.985,48.104,1.3717,208.816,216.356,3297,-1099,1,22.8596,6.1258,-3.109,17.6547,-19.468,-20.9208,-15.5967,-1.466,10.809,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:17:19Z,D BioCell+,93,65.589,48.65,1.3482,208.442,216.768,2981,87,0,21.9248,6.0543,-2.983,15.7956,1.6723,15.1513,1.2739,3.813,10.501,push,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:18:16Z,D BioCell+,94,64.287,46.691,1.3769,209.164,213.915,3270,-269,1,32.5061,6.8583,-2.53,22.625,-4.7185,-6.9682,-4.053,-0.795,15.338,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:19:43Z,7 Iron,95,54.167,41.238,1.3135,147.986,147.708,7211,-716,1,37.7935,6.803,-7.074,43.5224,-5.6979,-4.1613,-4.3677,0.116,22.109,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:23:46Z,7 Iron,97,56.649,40.954,1.3832,163.752,164.479,5831,-614,0,38.4511,6.9681,-5.51,38.0428,-6.044,-11.5331,-4.9282,-2.259,20.882,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:24:42Z,Pitching Wedge,98,37.563,30.887,1.2161,91.9422,91.8402,7348,-161,1,23.3393,5.1094,-5.08,51.7188,-1.2554,-5.6774,-0.425,-3.163,29.473,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:25:06Z,Pitching Wedge,99,33.345,27.849,1.1974,80.581,81.6408,5700,-193,0,16.6266,4.3143,-5.798,50.3715,-1.9403,-3.9765,-0.4496,-2.39,27.846,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:25:32Z,Pitching Wedge,100,45.839,34.71,1.3206,123.512,124.505,4671,-16,1,37.8152,6.4454,-6.991,58.9183,-0.1963,-0.3932,-0.1013,-0.07,32.38,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:26:01Z,Pitching Wedge,101,45.65,38.953,1.1719,119.793,120.136,5500,139,1,37.1287,6.3944,-5.278,55.5444,1.448,3.2094,0.7584,1.25,31.83,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:26:31Z,Pitching Wedge,102,46.139,39.783,1.1598,121.724,122.009,5703,-207,1,36.6644,6.3898,-6.365,55.4761,-2.0798,-0.4458,-1.1219,0.403,30.687,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:27:02Z,Pitching Wedge,103,46.882,39.122,1.1984,114.959,113.927,8330,-29,0,37.6264,6.4717,-4.821,52.5463,-0.1995,-1.8333,-0.1143,-0.796,30.292,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:27:39Z,Pitching Wedge,104,31.416,27.835,1.1287,71.6297,73.8741,7335,999,1,13.1126,3.8739,-9.397,52.5866,7.8274,0.9422,1.5417,-0.394,25.468,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:28:07Z,Pitching Wedge,105,49.334,39.706,1.2425,131.874,131.942,5963,-250,1,39.8541,6.7158,-4.794,50.7934,-2.4027,-4.79,-1.5059,-1.376,29.124,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:28:33Z,Pitching Wedge,106,33.779,28.811,1.1724,81.8341,82.7319,5941,60,0,16.8428,4.3575,-5.577,49.4101,0.5786,-1.6773,0.1397,-1.205,27.438,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:29:19Z,4 Iron,107,49.515,34.306,1.4433,130.556,146.617,2992,-642,0,9.7014,4.0065,-5.668,19.5049,-12.3876,-15.9904,-4.2654,-5.117,9.93,pull/draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:29:46Z,4 Iron,108,51.878,37.824,1.3716,154.863,161.925,3213,-523,0,18.9757,5.2504,-7.361,30.2344,-9.3656,-10.6166,-4.829,-2.098,14.706,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:30:13Z,4 Iron,109,50.105,36.443,1.3749,137.318,149.84,2958,-784,0,11.6132,4.2887,-3.936,18.99,-15.3655,-17.827,-5.864,-4.945,11.143,pull/draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:30:34Z,4 Iron,110,47.659,36.469,1.3068,119.493,135.878,3407,-694,0,8.1002,3.7303,-5.234,17.4694,-11.7518,-10.1096,-3.6365,-3.054,9.091,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:30:53Z,4 Iron,111,52.451,37.199,1.41,150.685,151.996,5718,484,1,25.6355,5.9536,-6.596,31.2877,4.8552,4.0227,3.2237,0.345,16.262,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:31:40Z,4 Iron,112,43.029,33.549,1.2826,110.074,121.989,3546,-226,0,10.188,3.8899,-4.2,21.5922,-3.6539,-2.2429,-1.0531,-0.559,13.054,straight,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:32:00Z,4 Iron,113,43.085,29.067,1.4823,113.953,119.402,4485,1333,0,13.3222,4.3313,-9.011,35.7308,17.2877,9.7128,6.1021,1.88,15.209,fade,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:32:48Z,3H RBZ Stage 2,114,58.235,46.824,1.2437,168.308,168.935,6279,-606,1,36.3409,6.9106,-7.677,36.9704,-5.5381,-3.8034,-4.7375,0.345,18.181,draw,ShortIndoor
5322191,2022-07-31 23:27:21,2022-08-01T00:33:24Z,3H RBZ Stage 2,115,64.697,44.963,1.4389,199.11,200.71,5120,887,0,38.3096,7.299,-4.119,26.8649,9.9756,24.3042,9.8301,4.213,16.03,push/fade,ShortIndoor
